unit,isced11,age,sex,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 
NR,ED34,TOTAL,F,HR	3321 	3486 	3549 	2960 	3229 	12603 	12339 d
NR,ED34,TOTAL,F,HU	14812 	16216 	20465 	22275 	22335 	22110 	23730 
NR,ED34,TOTAL,F,IE	19926 d	19550 d	18468 d	17640 d	17364 d	16974 d	16664 d
NR,ED34,TOTAL,F,IT	86962 	85790 	91763 	84478 	77408 	76515 	72262 
NR,ED34,TOTAL,F,LI	32 	35 	: 	33 	42 	41 	49 
NR,ED34,TOTAL,F,LT	4416 	4936 	5088 	5475 	5419 	5773 	6357 
NR,ED34,TOTAL,F,LU	: d	825 	815 	884 	726 	754 	1219 
NR,ED34,TOTAL,F,LV	3675 	3851 	3965 	4018 	4167 	4400 	4691 
NR,ED34,TOTAL,F,ME	0 	: d	: 	: 	: 	: 	: 
NR,ED34,TOTAL,F,MK	1870 	1893 	1918 	1845 	1776 	1799 	1794 
NR,ED34,TOTAL,F,MT	1175 	1176 	1172 	1203 	1111 	1226 	1157 
NR,ED34,TOTAL,F,NL	10851 	10501 	9885 	9773 	9477 	8933 	8858 
NR,ED34,TOTAL,F,NO	7049 	7291 	7156 	7159 	6909 	: d	: d
NR,ED34,TOTAL,F,PL	40891 	42828 	41289 	42680 	44150 	47133 	53230 
NR,ED34,TOTAL,F,PT	: d	: d	: d	: d	: d	25828 d	29503 d
NR,ED34,TOTAL,F,RO	15693 	15654 	15705 	15510 	15303 	14899 	14749 
NR,ED34,TOTAL,F,RS	: 	4407 	4637 	4482 	4165 	4248 	: 
NR,ED34,TOTAL,F,SE	: d	: d	: d	11668 	10023 	10026 	10246 
NR,ED34,TOTAL,F,SI	1220 	1195 	1194 	1255 	1801 	1878 	1933 
NR,ED34,TOTAL,F,SK	3805 	3775 	3681 	3817 	3906 	4198 	4513 
NR,ED34,TOTAL,F,TR	91564 	80637 	72453 	70457 	: 	53634 	53696 
NR,ED34,TOTAL,F,UK	86457 	86415 	92172 	99666 	: d	112295 	106284 
NR,ED34,TOTAL,M,AT	4399 	4391 	4363 	4401 	4376 	4432 	4518 
NR,ED34,TOTAL,M,BA	1300 	: 	: 	: 	: 	: 	: 
NR,ED34,TOTAL,M,BE	11368 	12204 	12166 	11977 	12031 	11998 d	12019 
NR,ED34,TOTAL,M,BG	2197 	2075 b	2006 	1965 	1955 	1959 	1939 
NR,ED34,TOTAL,M,CH	5280 	5232 	5072 	4978 	4830 d	4978 d	5042 d
NR,ED34,TOTAL,M,CY	958 	967 	963 	991 	773 	840 	946 
NR,ED34,TOTAL,M,CZ	4045 	3802 	3797 	3510 	3800 	3723 	4058 
NR,ED34,TOTAL,M,DE	50315 e	51538 de	55696 d	55350 	54407 	57260 	57132 
NR,ED34,TOTAL,M,DK	9347 	9369 b	4297 	4453 	: 	8232 	: 
NR,ED34,TOTAL,M,EE	540 	536 	531 	538 	574 	601 	674 
NR,ED34,TOTAL,M,EL	10227 	10465 	10532 	10587 	10606 	11181 	12600 
NR,ED34,TOTAL,M,ES	41749 	40928 	40274 	41091 	40094 	40195 	43278 
NR,ED34,TOTAL,M,EU27_2020	285528 d	288763 d	284681 d	292362 d	305973 d	319070 d	329674 d
NR,ED34,TOTAL,M,EU28	338939 d	342169 d	344062 d	347471 d	: 	388137 d	391690 d
NR,ED34,TOTAL,M,FI	2261 	2257 	2205 	2168 	2241 	2242 	2275 
NR,ED34,TOTAL,M,FR	53350 	53436 	52518 	51229 	51842 	50823 	50360 
NR,ED34,TOTAL,M,HR	1101 	1521 	1100 	1434 	1592 	6227 	6293 
NR,ED34,TOTAL,M,HU	6947 	7980 	10910 	10931 	10680 	10110 	11124 
NR,ED34,TOTAL,M,IE	8548 d	8369 d	7805 d	7483 d	7091 d	6933 d	6806 d
NR,ED34,TOTAL,M,IT	41311 	40490 	37770 	33878 	30884 	29857 	25882 
NR,ED34,TOTAL,M,LI	29 	30 	: 	32 	42 	42 	42 
NR,ED34,TOTAL,M,LT	1040 	1078 	1092 	1182 	1195 	1230 	1375 
NR,ED34,TOTAL,M,LU	: d	638 	626 	700 	625 	641 	928 
NR,ED34,TOTAL,M,LV	710 	772 	788 	774 	787 	807 	842 
NR,ED34,TOTAL,M,ME	0 	: d	: 	: 	: 	: 	: 
NR,ED34,TOTAL,M,MK	1240 	1250 	1319 	1295 	1233 	1264 	1303 
NR,ED34,TOTAL,M,MT	662 	636 	659 	669 	656 	711 	712 
NR,ED34,TOTAL,M,NL	9133 	9040 	8755 	8841 	8716 	8471 	8624 
NR,ED34,TOTAL,M,NO	5681 	6079 	6180 	6296 	6189 	: d	: 
NR,ED34,TOTAL,M,PL	17684 	18574 	17929 	18362 	19027 	19839 	21934 
NR,ED34,TOTAL,M,PT	: d	: d	: d	: d	: d	12273 d	13870 d
NR,ED34,TOTAL,M,RO	5653 	5765 	5928 	6059 	6008 	6103 	6061 
NR,ED34,TOTAL,M,RS	: 	1884 	2002 	2034 	1976 	1956 	: 
NR,ED34,TOTAL,M,SE	: d	: d	: d	10603 	9256 	9408 	9640 
NR,ED34,TOTAL,M,SI	608 	585 	578 	633 	763 	804 	815 
NR,ED34,TOTAL,M,SK	1375 	1347 	1392 	1390 	1378 	1459 	1593 
NR,ED34,TOTAL,M,TR	83711 	78942 	74599 	81001 	: 	63719 	65697 
NR,ED34,TOTAL,M,UK	53411 	53406 	59381 	55109 	: d	69067 	62016 
NR,ED34,TOTAL,T,AT	12113 	12059 	11960 	11969 	11880 	11906 	12000 
NR,ED34,TOTAL,T,BA	3793 	: 	: 	: 	: 	: 	: 
NR,ED34,TOTAL,T,BE	31425 	33243 	32954 	32372 	32437 	32109 d	31968 
NR,ED34,TOTAL,T,BG	11209 	10896 b	10356 	10676 	10756 	10741 	10923 
NR,ED34,TOTAL,T,CH	10165 	10117 	9627 	9429 	8964 d	9224 d	9207 d
NR,ED34,TOTAL,T,CY	2967 	2955 	2916 	2924 	2291 	2484 	2709 
NR,ED34,TOTAL,T,CZ	10049 	9444 	9406 	9409 	9359 	9130 	9804 
NR,ED34,TOTAL,T,DE	122446 e	125050 de	128327 d	125790 	122428 	126373 	124887 
NR,ED34,TOTAL,T,DK	19674 	19756 b	9336 	9586 	: 	16745 	: 
NR,ED34,TOTAL,T,EE	2392 	2359 	2351 	2368 	2546 	2769 	3040 
NR,ED34,TOTAL,T,EL	23737 	24039 	23882 	23879 	23511 	24382 	27411 
NR,ED34,TOTAL,T,ES	99892 	97083 	94769 	96047 	92555 	91808 	95911 
NR,ED34,TOTAL,T,EU27_2020	778455 d	784414 d	777027 d	787111 d	801446 d	832088 d	869973 d
NR,ED34,TOTAL,T,EU28	918324 d	924235 d	928580 d	941886 d	: 	1013450 d	1038273 d
NR,ED34,TOTAL,T,FI	7400 	7361 	7264 	7109 	7434 	7423 	7446 
NR,ED34,TOTAL,T,FR	133633 	133591 	131135 	127798 	129242 	127433 	124966 
NR,ED34,TOTAL,T,HR	4422 d	5007 	4649 d	4394 d	4821 	18830 	18632 d
NR,ED34,TOTAL,T,HU	21759 	24196 	31375 	33206 	33015 	32220 	34854 
NR,ED34,TOTAL,T,IE	28474 d	27919 d	26273 d	25123 d	24455 d	23907 d	23470 d
NR,ED34,TOTAL,T,IT	128273 	126280 	129533 	118356 	108292 	106372 	98144 
NR,ED34,TOTAL,T,LI	61 	65 	: 	65 	84 	83 	91 
NR,ED34,TOTAL,T,LT	5456 	6014 	6180 	6657 	6614 	7003 	7732 
NR,ED34,TOTAL,T,LU	: d	1463 	1441 	1584 	1351 	1395 	2147 
NR,ED34,TOTAL,T,LV	4385 	4623 	4753 	4792 	4954 	5207 	5533 
NR,ED34,TOTAL,T,ME	0 	: d	: 	: 	: 	: 	: 
NR,ED34,TOTAL,T,MK	3110 	3143 	3237 	3140 	3009 	3063 	3097 
NR,ED34,TOTAL,T,MT	1837 	1811 	1832 	1872 	1766 	1937 	1869 
NR,ED34,TOTAL,T,NL	19984 	19541 	18640 	18614 	18193 	17404 	17482 
NR,ED34,TOTAL,T,NO	12730 	13369 	13336 	13455 	13098 	: d	: d
NR,ED34,TOTAL,T,PL	58575 	61402 	59218 	61042 	63177 	66972 	75164 
NR,ED34,TOTAL,T,PT	: d	: d	: d	: d	: d	38101 d	43373 d
NR,ED34,TOTAL,T,RO	21346 	21419 	21633 	21569 	21311 	21002 	20810 
NR,ED34,TOTAL,T,RS	: 	6291 	6639 	6516 	6141 	6204 	: 
NR,ED34,TOTAL,T,SE	: d	: d	: d	22271 	19279 	19434 	19886 
NR,ED34,TOTAL,T,SI	1828 	1780 	1772 	1888 	2564 	2682 	2748 
NR,ED34,TOTAL,T,SK	5180 	5122 	5073 	5207 	5284 	5657 	6106 
NR,ED34,TOTAL,T,TR	175275 	159579 	147052 	151458 	: 	117353 	119393 
NR,ED34,TOTAL,T,UK	139869 	139821 	151552 	154775 	: d	181362 	168299 
NR,ED34,UNK,F,AT	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,F,BA	0 	: 	: 	: 	: 	: 	: 
NR,ED34,UNK,F,BE	0 	16 	12 	2 	0 	1 d	1 
NR,ED34,UNK,F,BG	0 	0 b	0 	0 	0 	0 	0 
NR,ED34,UNK,F,CH	0 	0 	0 	0 	0 d	0 d	0 d
NR,ED34,UNK,F,CY	6 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,F,CZ	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,F,DE	13 e	11 de	197 d	176 	161 	156 	228 
NR,ED34,UNK,F,DK	0 	0 b	0 	0 	: 	0 	: 
NR,ED34,UNK,F,EE	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,F,EL	4 	4 	3 	10 	4 	0 	0 
NR,ED34,UNK,F,ES	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,F,EU27_2020	9682 d	10178 d	10122 d	10352 d	11708 d	11833 d	12038 d
NR,ED34,UNK,F,EU28	9682 d	10180 d	10123 d	10355 d	: 	11961 d	12042 d
NR,ED34,UNK,F,FI	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,F,FR	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,F,HR	0 	0 	0 	0 	0 	0 	0 d
NR,ED34,UNK,F,HU	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,F,IE	0 d	0 d	0 d	0 d	0 d	0 d	0 d
NR,ED34,UNK,F,IT	9659 	10147 	9910 	10164 	11543 	11676 	11809 
NR,ED34,UNK,F,LI	0 	0 	: 	0 	0 	0 	0 
NR,ED34,UNK,F,LT	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,F,LU	: d	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,F,LV	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,F,ME	0 	: d	: 	: 	: 	: 	: 
NR,ED34,UNK,F,MK	1870 d	1893 d	1918 	: 	1776 d	1799 	1794 d
NR,ED34,UNK,F,MT	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,F,NL	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,F,NO	0 	0 	0 	0 	0 	: d	: 
NR,ED34,UNK,F,PL	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,F,PT	: d	: d	: d	: d	: d	0 d	0 d
NR,ED34,UNK,F,RO	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,F,RS	: 	: d	: 	: 	: 	: 	: 
NR,ED34,UNK,F,SE	: d	: d	: d	0 	0 	0 	0 
NR,ED34,UNK,F,SI	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,F,SK	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,F,TR	563 	637 	19719 	24542 	: 	11242 	53696 
NR,ED34,UNK,F,UK	0 	2 	1 	3 	: d	128 	4 
NR,ED34,UNK,M,AT	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,M,BA	0 	: 	: 	: 	: 	: 	: 
NR,ED34,UNK,M,BE	1 	8 	8 	0 	5 	0 d	0 
NR,ED34,UNK,M,BG	0 	0 b	0 	0 	0 	0 	0 
NR,ED34,UNK,M,CH	0 	0 	0 	0 	0 d	0 d	0 d
NR,ED34,UNK,M,CY	2 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,M,CZ	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,M,DE	15 e	11 de	110 d	82 	72 	68 	263 
NR,ED34,UNK,M,DK	0 	0 b	0 	0 	: 	0 	: 
NR,ED34,UNK,M,EE	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,M,EL	5 	5 	1 	2 	0 	0 	0 
NR,ED34,UNK,M,ES	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,M,EU27_2020	5826 d	5914 d	6281 d	6403 d	6668 d	6284 d	6142 d
NR,ED34,UNK,M,EU28	5826 d	5918 d	6284 d	6403 d	: 	6369 d	6147 d
NR,ED34,UNK,M,FI	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,M,FR	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,M,HR	0 	0 	0 	0 	0 	0 	0 d
NR,ED34,UNK,M,HU	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,M,IE	0 d	0 d	0 d	0 d	0 d	0 d	0 d
NR,ED34,UNK,M,IT	5803 	5890 	6162 	6319 	6591 	6216 	5879 
NR,ED34,UNK,M,LI	0 	0 	: 	0 	0 	0 	0 
NR,ED34,UNK,M,LT	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,M,LU	: d	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,M,LV	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,M,ME	0 	: d	: 	: 	: 	: 	: 
NR,ED34,UNK,M,MK	1240 d	1250 d	1319 	: 	1233 d	1264 	1303 d
NR,ED34,UNK,M,MT	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,M,NL	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,M,NO	0 	0 	0 	0 	0 	: d	: d
NR,ED34,UNK,M,PL	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,M,PT	: d	: d	: d	: d	: d	0 d	0 d
NR,ED34,UNK,M,RO	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,M,RS	: 	: d	: 	: 	: 	: 	: 
NR,ED34,UNK,M,SE	: d	: d	: d	0 	0 	0 	0 
NR,ED34,UNK,M,SI	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,M,SK	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,M,TR	711 	441 	17390 	25359 	: 	9779 	65697 
NR,ED34,UNK,M,UK	0 	4 	3 	0 	: d	85 	5 
NR,ED34,UNK,T,AT	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,T,BA	0 	: 	: 	: 	: 	: 	: 
NR,ED34,UNK,T,BE	1 	24 	20 	2 	5 	1 d	1 
NR,ED34,UNK,T,BG	0 	0 b	0 	0 	0 	0 	0 
NR,ED34,UNK,T,CH	0 	0 	0 	0 	0 d	0 d	0 d
NR,ED34,UNK,T,CY	8 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,T,CZ	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,T,DE	27 e	21 de	308 d	258 	233 	224 	491 
NR,ED34,UNK,T,DK	0 	0 b	0 	0 	: 	0 	: 
NR,ED34,UNK,T,EE	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,T,EL	9 	9 	4 	12 	4 	0 	0 
NR,ED34,UNK,T,ES	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,T,EU27_2020	15507 d	16091 d	16404 d	16755 d	18376 d	18117 d	18180 d
NR,ED34,UNK,T,EU28	15507 d	16098 d	16407 d	16758 d	: 	18330 d	18189 d
NR,ED34,UNK,T,FI	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,T,FR	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,T,HR	0 	0 	0 	0 	0 	0 	0 d
NR,ED34,UNK,T,HU	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,T,IE	0 d	0 d	0 d	0 d	0 d	0 d	0 d
NR,ED34,UNK,T,IT	15462 	16037 	16072 	16483 	18134 	17892 	17688 
NR,ED34,UNK,T,LI	0 	0 	: 	0 	0 	0 	0 
NR,ED34,UNK,T,LT	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,T,LU	: d	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,T,LV	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,T,ME	0 	: d	: 	: 	: 	: 	: 
NR,ED34,UNK,T,MK	3110 d	3143 d	3237 	: 	3009 d	3063 	3097 d
NR,ED34,UNK,T,MT	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,T,NL	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,T,NO	0 	0 	0 	0 	0 	: d	: d
NR,ED34,UNK,T,PL	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,T,PT	: d	: d	: d	: d	: d	0 d	0 d
NR,ED34,UNK,T,RO	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,T,RS	: 	: d	: 	: 	: 	: 	: 
NR,ED34,UNK,T,SE	: d	: d	: d	0 	0 	0 	0 
NR,ED34,UNK,T,SI	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,T,SK	0 	0 	0 	0 	0 	0 	0 
NR,ED34,UNK,T,TR	1274 	1078 	37109 	49901 	: 	21021 	119393 
NR,ED34,UNK,T,UK	0 	7 	3 	3 	: d	213 	9 
NR,ED34,Y25-29,F,AT	924 	883 	783 	711 	697 	669 	636 
NR,ED34,Y25-29,F,BA	249 	: 	: 	: 	: 	: 	: 
NR,ED34,Y25-29,F,BE	2208 	2499 	2505 	2574 	2627 	2627 d	2677 
NR,ED34,Y25-29,F,BG	319 	305 b	266 	249 	233 	241 	247 
NR,ED34,Y25-29,F,CH	291 	295 	234 	264 	247 d	267 d	284 d
NR,ED34,Y25-29,F,CY	57 	46 	52 	63 	86 	108 	169 
NR,ED34,Y25-29,F,CZ	195 	183 	180 	208 	219 	320 	352 
NR,ED34,Y25-29,F,DE	5890 e	6149 de	6137 d	5939 	5727 	5763 	4964 
NR,ED34,Y25-29,F,DK	583 	449 b	325 	386 	: 	693 	: 
NR,ED34,Y25-29,F,EE	103 	101 	111 	114 	126 	135 	151 
NR,ED34,Y25-29,F,EL	64 	48 	31 	41 	24 	55 	107 
NR,ED34,Y25-29,F,ES	2439 	1858 	1482 	1417 	1240 	1337 	1604 
NR,ED34,Y25-29,F,EU27_2020	27061 d	27291 d	26405 d	26850 d	24763 d	26694 d	28149 d
NR,ED34,Y25-29,F,EU28	41902 d	42608 d	43539 d	45671 d	: 	48121 d	47729 d
NR,ED34,Y25-29,F,FI	216 	224 	242 	243 	297 	314 	327 
NR,ED34,Y25-29,F,FR	6051 	6304 	6282 	6133 	6411 	6534 	6324 
NR,ED34,Y25-29,F,HR	283 	324 	347 	322 	371 	1558 	1546 d
NR,ED34,Y25-29,F,HU	474 	490 	687 	864 	1118 	1320 	1456 
NR,ED34,Y25-29,F,IE	2135 d	1935 d	1617 d	1593 d	1155 d	1129 d	1108 d
NR,ED34,Y25-29,F,IT	1195 	1153 	961 	689 	126 	85 	2 
NR,ED34,Y25-29,F,LI	1 	0 	: 	1 	1 	5 	4 
NR,ED34,Y25-29,F,LT	78 	95 	102 	129 	142 	189 	241 
NR,ED34,Y25-29,F,LU	: d	69 	69 	119 	68 	85 	119 
NR,ED34,Y25-29,F,LV	124 	136 	126 	131 	121 	141 	153 
NR,ED34,Y25-29,F,ME	0 	: d	: 	: 	: 	: 	: 
NR,ED34,Y25-29,F,MK	: d	: d	: 	: 	: d	: 	: d
NR,ED34,Y25-29,F,MT	192 	216 	226 	241 	216 	246 	235 
NR,ED34,Y25-29,F,NL	1363 	1368 	1312 	1309 	1267 	1162 	1153 
NR,ED34,Y25-29,F,NO	541 	559 	546 	520 	476 	: d	: d
NR,ED34,Y25-29,F,PL	1269 	1501 	1601 	1837 	2178 	2880 	4005 
NR,ED34,Y25-29,F,PT	: d	: d	: d	: d	: d	538 d	795 d
NR,ED34,Y25-29,F,RO	595 	645 	649 	736 	825 	1000 	1234 
NR,ED34,Y25-29,F,RS	: 	: d	: 	: 	: 	: 	: 
NR,ED34,Y25-29,F,SE	: d	: d	: d	588 	526 	572 	659 
NR,ED34,Y25-29,F,SI	38 	46 	53 	6 	33 	50 	74 
NR,ED34,Y25-29,F,SK	266 	264 	258 	255 	261 	357 	484 
NR,ED34,Y25-29,F,TR	18528 	9271 	6384 	6632 	: 	5621 	: 
NR,ED34,Y25-29,F,UK	14842 	15317 	17134 	18821 	: d	21427 	19580 
NR,ED34,Y25-29,M,AT	381 	353 	316 	300 	274 	271 	263 
NR,ED34,Y25-29,M,BA	101 	: 	: 	: 	: 	: 	: 
NR,ED34,Y25-29,M,BE	1115 	1206 	1198 	1201 	1188 	1221 d	1261 
NR,ED34,Y25-29,M,BG	162 	129 b	138 	130 	108 	104 	93 
NR,ED34,Y25-29,M,CH	165 	186 	169 	190 	166 d	174 d	185 d
NR,ED34,Y25-29,M,CY	26 	17 	19 	17 	24 	29 	35 
NR,ED34,Y25-29,M,CZ	164 	154 	155 	140 	157 	194 	229 
NR,ED34,Y25-29,M,DE	2199 e	2130 de	2294 d	2173 	2187 	1986 	1627 
NR,ED34,Y25-29,M,DK	453 	327 b	218 	235 	: 	514 	: 
NR,ED34,Y25-29,M,EE	48 	49 	49 	48 	41 	51 	64 
NR,ED34,Y25-29,M,EL	18 	12 	5 	21 	18 	25 	47 
NR,ED34,Y25-29,M,ES	1565 	1155 	869 	785 	674 	699 	908 
NR,ED34,Y25-29,M,EU27_2020	14748 d	14134 d	13273 d	13653 d	12523 d	13232 d	13237 d
NR,ED34,Y25-29,M,EU28	23229 d	22706 d	23167 d	23006 d	: 	24824 d	23186 d
NR,ED34,Y25-29,M,FI	110 	97 	90 	98 	105 	129 	125 
NR,ED34,Y25-29,M,FR	4013 	4036 	3732 	3447 	3453 	3379 	3183 
NR,ED34,Y25-29,M,HR	93 	126 	100 	145 	170 	663 	691 d
NR,ED34,Y25-29,M,HU	255 	282 	437 	516 	581 	600 	715 
NR,ED34,Y25-29,M,IE	1140 d	1007 d	832 d	874 d	659 d	643 d	631 d
NR,ED34,Y25-29,M,IT	738 	698 	502 	382 	103 	73 	1 
NR,ED34,Y25-29,M,LI	2 	1 	: 	1 	0 	1 	1 
NR,ED34,Y25-29,M,LT	36 	42 	44 	63 	92 	92 	124 
NR,ED34,Y25-29,M,LU	: d	39 	38 	61 	34 	47 	59 
NR,ED34,Y25-29,M,LV	68 	80 	75 	68 	69 	70 	85 
NR,ED34,Y25-29,M,ME	0 	: d	: 	: 	: 	: 	: 
NR,ED34,Y25-29,M,MK	: d	: d	: 	: 	: d	: 	: d
NR,ED34,Y25-29,M,MT	68 	69 	75 	83 	65 	85 	96 
NR,ED34,Y25-29,M,NL	900 	869 	832 	832 	797 	750 	752 
NR,ED34,Y25-29,M,NO	378 	404 	368 	368 	305 	: d	: 
NR,ED34,Y25-29,M,PL	866 	950 	931 	1058 	1185 	1515 	1806 
NR,ED34,Y25-29,M,PT	: d	: d	: d	: d	: d	394 d	524 d
NR,ED34,Y25-29,M,RO	206 	190 	208 	243 	232 	286 	308 
NR,ED34,Y25-29,M,RS	: 	: d	: 	: 	: 	: 	: 
NR,ED34,Y25-29,M,SE	: d	: d	: d	519 	437 	443 	496 
NR,ED34,Y25-29,M,SI	28 	22 	20 	55 	14 	27 	44 
NR,ED34,Y25-29,M,SK	96 	94 	97 	97 	96 	128 	180 
NR,ED34,Y25-29,M,TR	8893 	4793 	3897 	4299 	: 	3619 	: 
NR,ED34,Y25-29,M,UK	8481 	8572 	9894 	9353 	: d	11592 	9949 
NR,ED34,Y25-29,T,AT	1305 	1237 	1099 	1011 	970 	940 	899 
NR,ED34,Y25-29,T,BA	350 	: 	: 	: 	: 	: 	: 
NR,ED34,Y25-29,T,BE	3323 	3705 	3703 	3775 	3815 	3848 d	3938 
NR,ED34,Y25-29,T,BG	481 	434 b	404 	379 	341 	345 	340 
NR,ED34,Y25-29,T,CH	456 	481 	403 	454 	413 d	441 d	469 d
NR,ED34,Y25-29,T,CY	83 	63 	71 	80 	110 	137 	204 
NR,ED34,Y25-29,T,CZ	359 	337 	335 	349 	376 	514 	581 
NR,ED34,Y25-29,T,DE	8089 e	8279 de	8431 d	8112 	7914 	7749 	6590 
NR,ED34,Y25-29,T,DK	1036 	776 b	543 	621 	: 	1207 	: 
NR,ED34,Y25-29,T,EE	151 	150 	160 	162 	167 	186 	215 
NR,ED34,Y25-29,T,EL	82 	60 	36 	62 	42 	80 	154 
NR,ED34,Y25-29,T,ES	4004 	3013 	2351 	2202 	1914 	2036 	2512 
NR,ED34,Y25-29,T,EU27_2020	41809 d	41425 d	39678 d	40503 d	37286 d	39926 d	41386 d
NR,ED34,Y25-29,T,EU28	65131 d	65314 d	66706 d	68677 d	: 	72945 d	70915 d
NR,ED34,Y25-29,T,FI	326 	321 	332 	341 	402 	443 	452 
NR,ED34,Y25-29,T,FR	10064 	10340 	10014 	9580 	9864 	9913 	9507 
NR,ED34,Y25-29,T,HR	376 	450 	447 	467 	541 	2221 	2237 d
NR,ED34,Y25-29,T,HU	729 	772 	1124 	1380 	1699 	1920 	2171 
NR,ED34,Y25-29,T,IE	3276 d	2942 d	2449 d	2467 d	1814 d	1772 d	1739 d
NR,ED34,Y25-29,T,IT	1933 	1851 	1463 	1071 	229 	158 	3 
NR,ED34,Y25-29,T,LI	3 	1 	: 	2 	1 	6 	5 
NR,ED34,Y25-29,T,LT	114 	137 	146 	192 	234 	281 	365 
NR,ED34,Y25-29,T,LU	: d	108 	107 	180 	102 	132 	178 
NR,ED34,Y25-29,T,LV	192 	216 	201 	199 	190 	211 	238 
NR,ED34,Y25-29,T,ME	0 	: d	: 	: 	: 	: 	: 
NR,ED34,Y25-29,T,MK	: d	: d	: 	: 	: d	: 	: d
NR,ED34,Y25-29,T,MT	260 	285 	301 	324 	281 	331 	331 
NR,ED34,Y25-29,T,NL	2262 	2238 	2144 	2141 	2065 	1911 	1905 
NR,ED34,Y25-29,T,NO	919 	964 	915 	888 	781 	: d	: 
NR,ED34,Y25-29,T,PL	2135 	2451 	2532 	2895 	3363 	4395 	5811 
NR,ED34,Y25-29,T,PT	: d	: d	: d	: d	: d	932 d	1319 d
NR,ED34,Y25-29,T,RO	801 	835 	857 	979 	1057 	1286 	1542 
NR,ED34,Y25-29,T,RS	: 	: d	: 	: 	: 	: 	: 
NR,ED34,Y25-29,T,SE	: d	: d	: d	1107 	963 	1015 	1155 
NR,ED34,Y25-29,T,SI	66 	68 	73 	61 	47 	77 	118 
NR,ED34,Y25-29,T,SK	362 	358 	355 	352 	357 	485 	664 
NR,ED34,Y25-29,T,TR	27421 	14064 	10281 	10931 	: 	9240 	: 
NR,ED34,Y25-29,T,UK	23322 	23889 	27028 	28174 	: d	33019 	29529 
NR,ED34,Y30-34,F,AT	816 	809 	816 	863 	871 	879 	821 
NR,ED34,Y30-34,F,BA	443 	: 	: 	: 	: 	: 	: 
NR,ED34,Y30-34,F,BE	2811 	3037 	3057 	3083 	3129 	3155 d	3075 
NR,ED34,Y30-34,F,BG	428 	414 b	370 	367 	418 	463 	572 
NR,ED34,Y30-34,F,CH	520 	568 	559 	569 	529 d	564 d	594 d
NR,ED34,Y30-34,F,CY	161 	135 	181 	233 	234 	294 	352 
